courseName,courseCode,cohortSize
Historical Research: Approaches to History (online),PGHC11379,46
The Crusades and the Euro-Mediterranean world of the Central Middle Ages (online),PGHC11389,17
An uncertain world: the West since the 1970s,PGHC11397,9
Genocide in Contemporary History,PGHC11407,16
Space, Place and Time: the archaeology of built environments,PGHC11412,7
Skills and Methods in Classics,PGHC11413,24
Biomolecular Archaeology: the appliance of science,PGHC11428,12
A Topic in Late Antique and Byzantine History 1,PGHC11429,7
A Topic in Late Antique and Byzantine History 2,PGHC11430,6
Directed Reading & Research (PGT-Sem 2),PGHC11435,NA
Directed Reading & Research (PGT-Sem 1),PGHC11436,NA
MSc Dissertation in Late Antique, Islamic and Byzantine Studies,PGHC11437,7
Studying Women in Late Medieval England: Sources and Approaches,PGHC11446,13
Conflict archaeology: materialities of violence,PGHC11448,11
Debating Marriage between Antiquity and the Middle Ages,PGHC11449,16
The Latin Manuscript: Palaeography, Codicology, Textual Criticism,PGHC11454,4
Issues in Egyptian Archaeology: the Second Intermediate Period until the end of the Late Period (1650-332 BC),PGHC11457,3
Practical Zooarchaeology,PGHC11459,8
Quantitative Methods and Reasoning in Archaeology,PGHC11462,23
Themes in Egyptian archaeology: the foundations of the state to the end of the Middle Kingdom,PGHC11463,6
Analytical Methods in Human Osteoarchaeology,PGHC11464,18
Empire or Continent?: British Foreign Policy in the Era of the Great War (online),PGHC11465,13
Bioarchaeological Analysis and Interpretation,PGHC11474,18
Research Sources and Strategies in Bioarchaeology,PGHC11475,18
'The wisest fool in Christendom': the Ideas and Writings of James VI & I,PGHC11478,15
The Maccabaean Revolt,PGHC11487,4
The European Enlightenments, 1670 - 1820,PGHC11489,14
Thinking with Things: History and Material Culture Studies,PGHC11496,13
Archaeology of Late Antique Religion,PGHC11499,10
Islamic Africa (Online),PGHC11502,4
Ancient Egyptian Hieroglyphs: An Introduction (online),PGHC11506,16
Research Skills for Archaeology and Classics (online),PGHC11507,15
Archaeology of 'Celtic' Europe: Communities and Interactions,PGHC11508,7
Crisis and Conflict in Late-Victorian Britain (online),PGHC11512,11
An Age of Great Dreams: The 1960s in the United States (online),PGHC11515,17
An Imperial Game? Cricket, Culture & Society (online),PGHC11523,6
The School of Statecraft: History, Leadership, and Policymaking (online),PGHC11525,14
Handling Greek Pottery,PGHC11531,15
Race, Religion, and Ridicule: The American South from Reconstruction to World War II,PGHC11533,9
Ancient Worlds Dissertation,PGHC11538,11
Ancient Worlds Dissertation,PGHC11538,3
Ancient Worlds Dissertation,PGHC11538,2
Black Activism in Britain since 1800,PGHC11541,14
Freedom and Coercion in the Making of the Atlantic World (online),PGHC11542,14
Body and soul in early medieval thought,PGHC11544,15
Mariners, Monks and Mobility: the archaeology of the early medieval Atlantic Archipelago,PGHC11546,7
Ancient Egyptian Hieroglyphs: The Basics and Beyond,PGHC11548,3
Marine Archaeology,PGHC11550,9
The 'Dark Side': Dark Tourism and Difficult Heritages,PGHC11559,15
Classics Dissertation (MSc by Research),PGHC11564,NA
Economic and Social History Dissertation (MSc by Research),PGHC11565,1
Scottish History Dissertation (MSc by Research),PGHC11566,NA
History Dissertation (MSc by Research),PGHC11567,4
Island Worlds in Prehistory (Online),PGHC11569,8
The Archaeology of Children and Childhood,PGHC11570,8
Religion and War in Archaic and Classical Greece,PGHC11574,NA
The Celtic World (Online),PGHC11577,19
Sparta and Crete: Classical Greek Society Beyond Athens (Online),PGHC11580,19
Dispute Resolution in the Roman Empire,PGHC11581,10
Roman Egypt (Online),PGHC11583,15
Honour in Ancient Greece,PGHC11584,13
Honour in Ancient Greece (Online),PGHC11585,7
Nepotism and Venality: Corruption and Accountability in the Middle Ages,PGHC11586,13
Medicine and Society in Modern Britain (Online),PGHC11587,9
Queens, Heiresses and Lords: Women Making Medieval Scotland,PGHC11588,15
The Politics of History in the Arabic-Speaking World (c.1750-Present),PGHC11589,10
The Cold War in Latin America,PGHC11590,11
Charles Martel in the Digital Age (Online),PGHC11592,7
Professional Skills for Historians,PGHC12002,NA
Problem Solving in Theoretical Physics,PGPH11085,40
Dissertation in Theoretical/Mathematical Physics,PGPH11087,41
Symmetries of Particles and Fields,PGPH11097,44
Symmetries of Particles and Fields,PGPH11097,NA
Research Skills for Theoretical Physics,PGPH11098,40
Gauge Theories in Particle Physics,PGPH11099,35
Dissertation in Particle & Nuclear Physics,PGPH11101,20
Research Skills in Particle & Nuclear Physics,PGPH11103,20
Detectors in Particle & Nuclear Physics,PGPH11104,25
Data Analysis and Machine Learning,PGPH11105,42
Dissertation in Astrobiology and Planetary Sciences,PGPH11106,7
Astrobiology Methods,PGPH11107,7
Astrobiology Theory,PGPH11108,7
Research Skills in the Social Sciences: Data Collection,PGSP11016,139
The Ethnography Seminar,PGSP11042,47
An Introduction to Anthropological Theory,PGSP11049,50
Dissertation (MSc/Dip International & European Politics),PGSP11052,25
Dissertation (MSc/Dip Policy Studies),PGSP11055,NA
Dissertation (MSc/Dip Social Research),PGSP11057,53
Dissertation (MSc/Dip Social Anthropology),PGSP11060,46
The European Union in International Affairs,PGSP11061,11
Dissertation MSc by Research Science & Technology Studies (60 credit),PGSP11097,3
Dissertation MSc by Research Science and Technology Studies (80 credit),PGSP11098,NA
Dissertation MSc by Research Science and Technology Studies (100 credit),PGSP11099,NA
Comparative Analysis of Social and Public Policy,PGSP11104,43
Analysing Qualitative Data,PGSP11110,47
Internet, Society and Economy,PGSP11116,105
Energy Policy and Politics (20 credits),PGSP11132,84
Energy Policy and Politics (10 credit version),PGSP11133,11
Nations and Nationalism,PGSP11146,22
International Relations Theory,PGSP11156,68
International Security,PGSP11162,79
Institutions and Policies of the European Union,PGSP11170,39
International Political Economy,PGSP11171,69
Anthropological Theory,PGSP11172,19
Consumption, Exchange, Technology: The Anthropology of Economic Processes,PGSP11176,30
Culture and Power: The Anthropology of Political Processes,PGSP11178,34
Kinship: Structure and Process,PGSP11184,33
Qualitative Methods and Ethnographic Fieldwork,PGSP11188,11
Ritual and Religion,PGSP11191,33
European Social Policy,PGSP11203,28
Research Design,PGSP11208,93
Gender and Development,PGSP11225,53
Intimate Relationships,PGSP11229,50
Politics and Theories of International Development,PGSP11240,87
Political Issues in Public Policy,PGSP11247,66
Dissertation MSc Comparative Public Policy,PGSP11248,12
Dissertation MSc in Africa and International Development,PGSP11251,16
The Middle East in International Relations,PGSP11275,24
Dissertation (MSc International Development),PGSP11291,70
Interpreting Development: Institutions and Practices,PGSP11296,72
Global Environmental Politics,PGSP11299,31
Foreign Policy Analysis,PGSP11300,24
Labour Market Policy: International and Comparative Perspectives,PGSP11304,33
Politics and Theories of International Development (Distance Learning),PGSP11318,44
Analysing Development (Distance Learning),PGSP11319,67
Global Development Challenges (Distance Learning),PGSP11326,57
Governance, Development and Poverty in Africa,PGSP11327,27
Global Health Governance (DIstance Learning),PGSP11328,10
Biobusiness,PGSP11331,30
Dissertation (MSc in Management of Bioeconomy, Innovation and Governance),PGSP11338,15
Research in Africa,PGSP11340,10
Key Skills in Development Practice,PGSP11348,49
Dissertation MSc Medical Anthropology,PGSP11349,15
Science, Knowledge and Expertise,PGSP11352,27
Understanding Technology,PGSP11353,28
Dissertation (MSc Science and Technology in Society,PGSP11354,16
Global Environment: Key Issues,PGSP11358,39
Global Environment and Society,PGSP11359,28
Dissertation (MSc Global Environment, Politics and Society),PGSP11361,30
Health Systems Analysis,PGSP11363,64
Health Systems: Strengthening and Reform,PGSP11364,39
Sociology of Emotions,PGSP11367,24
Displacement and Development,PGSP11369,30
Advanced Theory in Science and Technology Studies,PGSP11371,3
Humans and Other Species,PGSP11376,2
Anthropology of Global Health,PGSP11379,22
Anthropology of Christianity,PGSP11385,NA
The use and evolution of digital data analysis and collection tools,PGSP11388,12
Social Shaping of Digital Research,PGSP11389,7
Technologies of Civic Participation,PGSP11390,9
Managing Digital Influence,PGSP11391,7
Regulation and Governance of New Therapies,PGSP11393,27
Dissertation (MSc in Sociology and Global Change),PGSP11398,73
Innovation in Sustainable Food Systems,PGSP11400,29
Engaging with Digital Research,PGSP11401,13
Analysing European Governance and Public Policy,PGSP11412,27
Anthropology of Sex and Reproduction,PGSP11415,6
Anthropology and Environment,PGSP11416,14
Resource Politics and Development,PGSP11418,28
International development: research design and practice,PGSP11420,NA
Contagion,PGSP11421,2
Energy in the Global South,PGSP11422,36
Anthropology of Health and Illness,PGSP11423,19
Multi-Level Modelling in Social Science,PGSP11424,21
Health Systems Analysis,PGSP11431,5
Analysing Social Networks with Statistics,PGSP11452,7
Conflict and Peace in Africa,PGSP11453,12
The Anthropology of Games and Play,PGSP11455,15
Dissertation - Health Policy,PGSP11463,51
Issues and Concepts in Digital Society,PGSP11466,54
Controversies in the Data Society,PGSP11467,30
Researching Digital Life,PGSP11469,31
Social Dimensions of Systems and Synthetic Biology,PGSP11476,36
Researching International Development (Distance Learning),PGSP11480,42
Understanding Data Visualisation,PGSP11484,16
Statistical Modelling in the Social Sciences,PGSP11486,15
Longitudinal Data Analysis,PGSP11487,20
Understanding Infectious Disease,PGSP11491,43
Researching Health & Policy: Qualitative Approaches,PGSP11492,45
Dissertation (DSTI - SSPS),PGSP11499,6
Health and Migration,PGSP11501,11
Dissertation MSc by Research Social and Political Science (CAS),PGSP11502,NA
Dissertation MSc by Research Social and Political Science (Social Anthropology),PGSP11503,1
Dissertation MSc by Research Social and Political Science (Sociology),PGSP11504,NA
Dissertation MSc by Research Social and Political Science (Social Policy),PGSP11505,NA
Dissertation MSc by Research Social and Political Science (Social Work),PGSP11506,1
Dissertation MSc by Research Social and Political Science (PIR),PGSP11507,1
Dissertation (MSc Global Health Policy - Online Learning),PGSP11516,11
Placement-based Dissertation (MSc Public Policy),PGSP11519,NA
Asia Pacific in the World,PGSP11521,NA
Policy in Action,PGSP11522,52
Dissertation (MSc/Dip Public Policy),PGSP11524,49
Gender, War and Peacebuilding,PGSP11526,14
Foundations in Responsible Research and Innovation,PGSP11534,11
Placement-Based Dissertation (MSc Social Research),PGSP11537,NA
Placement-Based Dissertation (MSc Medical Anthropology),PGSP11538,NA
Placement-Based Dissertation (MSc International Development),PGSP11539,NA
Placement-Based Dissertation (MSc Africa and International Development),PGSP11540,NA
Gender, Politics and Representation,PGSP11542,30
Placement-Based Dissertation (MSc Global Environment, Politics and Society),PGSP11543,NA
Placement-Based Dissertation (MSc in Management of Bioeconomy, Innovation and Governance),PGSP11544,NA
Placement-Based Dissertation (MSc Sociology and Global Change),PGSP11545,NA
Placement-Based Dissertation (MSc in International and European Politics),PGSP11546,NA
Placement-Based Dissertation (MSc Science and Technology in Society),PGSP11547,NA
Placement-Based Dissertation (MSc Global Public Health Unit),PGSP11549,NA
Placement-based Dissertation (MSc Comparative Public Policy),PGSP11551,NA
Environmental Risk: Politics, Ethics, and Communication,PGSP11552,30
Sociology Postgraduate Research Seminar,PGSP11554,NA
Placement-Based Dissertation (MSc International Development OL),PGSP11556,NA
Innovation Systems and Risk Management,PGSP11558,33
Critical approaches to Global Mental Health and Social Change,PGSP11562,49
Culture and Mental Health in a Global Perspective,PGSP11563,59
Dissertation MSc by Research Social and Political Science (International Development),PGSP11565,NA
Placement-based Dissertation (MSc Global Mental Health and Society),PGSP11566,NA
Dissertation (MSc Global Mental Health and Society),PGSP11567,37
Delivering the Circular Economy and the Bioeconomy,PGSP11569,23
Political Theory and Critique in the Middle East,PGSP11571,4
Survey in Middle Eastern Politics,PGSP11572,8
Digital Global Development,PGSP11573,18
Ethnographies of the United States,PGSP11574,NA
Refugees, Health and Humanitarian Action,PGSP11576,15
Contemporary Issues in Middle East Politics,PGSP11578,1
Theorising Nationalism,PGSP11579,11
Comparing Nationalisms,PGSP11580,5
Dynamics of African Development,PGSP11581,67
Computational Sociology,PGSP11583,27
Computational Text Analysis,PGSP11584,21
Mental Distress: Critical Perspectives,PGSP11585,23
Criminal Procedures: MHO Role in Context,PGSP11586,23
Capacity Law: MHO Role in Context,PGSP11587,23
Mental Health Law: MHO Role in Context,PGSP11588,23
Conflict, Security, and Development,PGSP11590,30
Rethinking Africa: Race, Space, and Power,PGSP11591,13
Advanced Methods Workshops (20 credit),PGSP11596,12
Advanced Methods Workshops (10 credit),PGSP11597,2
Anthropology and Africa,PGSP11598,5
Identity and Conflict in Multinational States,PGSP11599,17
Dissertation (MSc Digital Sociology),PGSP11600,24
War and Peace: Anthropological Perspectives,PGSP11601,14
Global Perspectives on Child and Adolescent Mental Health,PGSP11602,34
Terrorism in Global Politics,PGSP11603,28
Pursuing Justice after Violence,PGSP11605,16
Education Policy and Governance,PGSP11607,20
 Nationalism, Populism and Democracy,PGSP11608,13
Dissertation MSc by Research (Sustainable African Futures),PGSP11611,48
Dissertation (MSc The Middle East in Global Politics),PGSP11612,6
Anthropology of Southeast Asia,PGSP11615,5
The Politics and Governance of Crisis,PGSP11616,25
The Political Economy of Corporate Power,PGSP11617,12
U.S. Grand Strategy and Foreign Policy,PGSP11618,27
Generation and Inheritance: Anthropological Concepts,PGSP11619,7
Dissertation (MSc/Dip Nationalism in Global Perspective),PGSP11620,5
Research Design (Online Learning),PGSP11622,48
Data Collection (Online Learning),PGSP11623,48
Energy Systems and Technologies,PGSP11625,23
Policy Focused Dissertation (Conflict, Security, and Development),PGSP11627,NA
Principles and Practices of Higher Education,PGSP12001,12
Pharmacology Synoptic Examination,PHBM10017,35
Pharmacology Project,PHBM10018,36
Pharmacology Project Milestones Dissertation,PHBM10035,36
Drugs, Receptors and Therapeutics,PHBM10036,35
Introducing Philosophy (Credit Plus),PHIL07002,51
Logic 1,PHIL08004,432
Philosophy of Science 1,PHIL08005,168
Mind, Matter and Language,PHIL08014,308
Morality and Value,PHIL08015,416
Knowledge and Reality,PHIL08017,329
Introduction to the History of Philosophy A,PHIL08019,202
Introduction to the History of Philosophy B,PHIL08020,156
Philosophy of Language,PHIL10005,21
Philosophy of Religion,PHIL10007,48
The Philosophy of Wittgenstein,PHIL10014,12
Applied Ethics,PHIL10017,42
Meta-Ethics,PHIL10019,24
Dissertation in Philosophy,PHIL10026,36
Philosophy Work (Year Abroad, MEL),PHIL10056,7
Philosophy and the Environment,PHIL10064,26
The rationalists: Spinoza and Leibniz,PHIL10086,21
Free Will and Moral Responsibility,PHIL10090,27
Political Philosophy,PHIL10093,51
The Nature of Moral Understanding,PHIL10099,24
Ancient Theories of Mind,PHIL10103,22
Aesthetics,PHIL10117,48
Philosophy of Time Travel,PHIL10125,25
Logic, Computability and Incompleteness,PHIL10133,14
Philosophy: Fun and Games,PHIL10143,39
Environmental Ethics,PHIL10147,27
Philosophy of Well-Being,PHIL10152,51
The Philosophy of Fiction,PHIL10153,26
Metaphysics,PHIL10155,49
Puzzles and Paradoxes,PHIL10156,24
Knowledge, Ignorance and Power,PHIL10160,26
The Philosophy of Simone Weil,PHIL10161,10
Logic 2: Modal Logics,PHIL10162,46
Ethics of Artificial Intelligence,PHIL10167,29
Science, Nature, and Social Values,PHIL10171,NA
Topics in Mind and Cognition,PHIL10174,45
Late Modern Philosophy,PHIL10175,46
Freedom, Consent and Political Obligation,PHIL10176,25
Early Modern Philosophy,PHIL10182,31
Objectification, Dehumanisation, and Othering,PHIL10183,27
Philosophy of Information,PHIL10186,24
Special Study in Philosophy,PHIL10187,10
Ethics of Work and Labour,PHIL10190,26
Philosophy of Death and Dying,PHIL10192,26
Philosophy of Friendship,PHIL10195,26
Indian Philosophies of Mind and Language,PHIL10196,21
Islamic Philosophy,PHIL10197,32
Social Epistemology,PHIL10203,34
Social Philosophy,PHIL10204,50
Philosophy of Economics,PHIL10207,26
Philosophy, Science and Policy,PHIL10208,35
Advanced Topics in Feminist Philosophy,PHIL10210,45
Advanced Topics in Philosophy,PHIL10211,24
Meaning and Fulfilment,PHIL10212,27
Moral Philosophy,PHIL10213,26
Feminist Philosophy,PHIL10214,48
Radical Black Philosophies of Race and Racism,PHIL10216,27
Philosophy of Risk,PHIL10219,25
Philosophical Naturalism,PHIL10220,11
Philosophy of Virtual Worlds,PHIL10221,26
Japanese Philosophy,PHIL10222,46
Phenomenology,PHIL10224,28
Philosophy of Time,PHIL10225,51
Science and Realism, a Historical Look,PHIL10226,25
Advanced Topics in Aesthetics,PHIL10227,25
Philosophy Dissertation Information Course,PHIL10228,NA
Buddhist Philosophy,PHIL10229,26
Philosophy of Animals,PHIL10230,26
Philosophy of Technology,PHIL10231,51
Knowledge in a Multicultural World,PHIL10232,19
Advanced Topics in Feminist Philosophy (Semester 1),PHIL10233,23
Topics in Artificial Intelligence,PHIL10234,45
Philosophy Dissertation (MSc Dip),PHIL11001,43
The Philosophy of Wittgenstein,PHIL11020,5
Dissertation (MScR, Philosophy),PHIL11036,3
Introduction to Mind, Language and Embodied Cognition,PHIL11037,19
Advanced topics in Mind, Language and Embodied Cognition,PHIL11038,16
Dissertation with Coursework (MScR, Philosophy),PHIL11040,NA
Meta-Ethics (MSc),PHIL11043,11
Philosophy of Time Travel MSc (Semester 1),PHIL11103,4
Dissertation Mind, Language & Embodied Cognition (MSc Dip),PHIL11104,11
Logic, Computability and Incompleteness,PHIL11114,5
Philosophy of Mind and Cognitive Science (Online),PHIL11130,25
Epistemology (Online),PHIL11131,15
Philosophy of Science (Online),PHIL11133,12
Advanced Ethics (Online),PHIL11134,9
Advanced Philosophy of Mind & Cognitive Science (Online),PHIL11135,17
Advanced Epistemology (Online),PHIL11136,5
Dissertation MSc Epistemology, Ethics and Mind (Online),PHIL11138,2
CogLab 1: Seminars in Contemporary Cognitive Science,PHIL11146,2
CogLab 2: Seminars in Contemporary Cognitive Science,PHIL11147,7
Dissertation: Part-Time MSc Epistemology, Ethics and Mind (Online),PHIL11157,6
Philosophy of Religion (Online),PHIL11159,16
Philosophy, Science and Religion 1: The Physical World (Online),PHIL11160,22
Dissertation: Part-Time MSc Philosophy, Science and Religion (Online),PHIL11178,2
Dissertation MSc Philosophy, Science and Religion (Online),PHIL11179,4
Ethics of Artificial Intelligence,PHIL11186,26
Further Topics in Normative Ethics,PHIL11187,15
Freedom, Consent and Political Obligation,PHIL11194,23
Philosophy of Information,PHIL11197,13
Phil Skills (Online),PHIL11203,63
Islamic Philosophy (Online),PHIL11204,9
Advanced Topics in Feminist Philosophy,PHIL11207,18
Islamic Philosophy,PHIL11209,8
Philosophical Naturalism MSc,PHIL11217,4
Philosophical Methods,PHIL11218,22
Phenomenology MSc,PHIL11219,17
Philosophy of Risk MSc,PHIL11221,13
Advanced Philosophy of Mind & Cognitive Science,PHIL11224,8
Epistemology,PHIL11225,11
Philosophy of Mind and Cognitive Science,PHIL11226,6
Philosophy of Science,PHIL11227,12
Advanced Epistemology,PHIL11228,3
MSc Philosophy Proseminar A,PHIL11229,22
MSc Philosophy Proseminar B,PHIL11230,21
Buddhist Philosophy MSc,PHIL11231,12
Science and Realism, a Historical Look MSc,PHIL11232,2
Philosophy of Virtual Worlds MSc,PHIL11233,12
Ethics (Online),PHIL11235,6
Environmental Ethics MSc,PHIL11236,9
Physics 1A: Foundations,PHYS08016,331
Physics 1B: The Stuff of the Universe,PHYS08017,300
Musical Acoustics,PHYS08021,78
Computer Simulation,PHYS08026,182
Mathematics for Physics 1,PHYS08035,278
Mathematics for Physics 2,PHYS08036,330
Discovering Astronomy,PHYS08039,225
Linear Algebra and Several Variable Calculus,PHYS08042,240
Dynamics and Vector Calculus,PHYS08043,253
Modern Physics,PHYS08045,251
Physics of Fields and Matter,PHYS08046,228
Programming and Data Analysis,PHYS08049,224
Introductory Astrophysics,PHYS08050,294
Astrobiology,PHYS08051,220
Introductory Dynamics,PHYS08052,27
Introductory Fields and Waves,PHYS08053,34
Physics of Matter,PHYS08054,28
Physics and Mathematics for Direct Entry,PHYS08057,39
Experimental Physics 2,PHYS08058,219
Statistical Mechanics,PHYS09019,23
Thermodynamics,PHYS09021,11
Foundations of Electromagnetism,PHYS09050,6
Foundations of Quantum Mechanics,PHYS09051,6
Quantum Mechanics,PHYS09053,177
Fourier Analysis,PHYS09054,11
Fourier Analysis and Statistics,PHYS09055,185
Research Methods in Physics,PHYS09056,183
Computer Modelling,PHYS09057,151
Observational Astronomy,PHYS09059,58
Electromagnetism,PHYS09060,200
Thermal Physics,PHYS09061,219
Experimental Physics 3 (CP10),PHYS09062,1
Experimental Physics 3,PHYS09063,92
Lagrangian Dynamics,PHYS10015,89
Lagrangian Dynamics,PHYS10015,4
Methods of Mathematical Physics,PHYS10034,65
Modelling and Visualisation in Physics,PHYS10035,75
Physics Skills,PHYS10042,135
Quantum Physics,PHYS10043,59
Symmetries of Quantum Mechanics,PHYS10083,51
Senior Honours Project (Physics & Astronomy) Semester 1,PHYS10086,35
Senior Honours Project (Physics & Astronomy) Semester 2,PHYS10087,81
Numerical Recipes,PHYS10090,116
Physics Year Abroad level 10,PHYS10092,8
Electromagnetism and Relativity,PHYS10093,32
Principles of Quantum Mechanics,PHYS10094,57
Solid State Physics,PHYS10095,31
Relativity, Nuclear and Particle Physics,PHYS10096,152
Soft Condensed Matter Physics,PHYS10097,11
Introduction to Condensed Matter Physics,PHYS10099,141
Data Acquisition and Handling,PHYS10100,55
Cosmology,PHYS10101,1
Astrophysics,PHYS10102,1
Methods of Theoretical Physics,PHYS10105,35
Nuclear and Particle Physics,PHYS10106,27
Mathematical Physics Honours Project,PHYS10107,26
Quantum Computing Project,PHYS10110,32
Astrophysics: Stars and Planets,PHYS10111,57
Astrophysics: Galaxies and Cosmology,PHYS10112,68
Advanced Statistical Physics,PHYS11007,24
Advanced Statistical Physics,PHYS11007,NA
General Relativity,PHYS11010,87
Group Project,PHYS11011,107
Hamiltonian Dynamics,PHYS11012,56
MPhys Project,PHYS11016,84
Quantum Theory,PHYS11019,68
Quantum Theory,PHYS11019,2
Statistical Physics,PHYS11024,109
Advanced Cosmology,PHYS11035,21
Computational Astrophysics,PHYS11037,17
Biological Physics,PHYS11040,31
Nuclear Physics,PHYS11041,42
Particle Physics,PHYS11042,39
Lasers and Applications,PHYS11044,40
Classical Electrodynamics,PHYS11045,56
MPhys Project Presentation,PHYS11049,84
MPhys Project for Year Abroad,PHYS11050,7
Physics Year Abroad level 11,PHYS11051,8
Nuclear Astrophysics,PHYS11053,17
Geometry and Physics of Soft Condensed Matter,PHYS11055,7
Telescope Group Project,PHYS11059,39
Electronic Structure Theory,PHYS11061,17
Current Topics in Particle Physics,PHYS11063,33
Medical Physics,PHYS11064,33
Quantum Field Theory,PHYS11065,48
Physics of Extreme Environments,PHYS11066,18
Radiation Processes in Astrophysics,PHYS11067,30
Galaxy Evolution,PHYS11070,29
Scientific Image Analysis,PHYS11071,28
Comparative Politics in a Globalized World,PLIT08008,344
Introduction to Political Data Analysis,PLIT08009,217
Political Thinkers,PLIT08011,502
Politics in a Changing World: An Introduction for non-specialists,PLIT08012,277
Introduction to British Politics,PLIT08016,256
Politics and International Relations 1A: Concepts and Debates,PLIT08017,446
Politics and International Relations 1B: The Global Dimension,PLIT08018,431
International Political Economy,PLIT08020,190
Theories of International Relations,PLIT08021,195
Africa in World Politics,PLIT10003,45
War and Justice,PLIT10021,124
Dissertation (MA Politics),PLIT10030,150
Politics of the Middle East,PLIT10036,92
Contemporary Russian Politics,PLIT10048,37
Politics Year Abroad Assessment,PLIT10052,29
Global Justice and Citizenship,PLIT10054,44
Dissertation (MA International Relations),PLIT10057,128
Europe and International Migration,PLIT10068,57
Comparing Scottish Devolution,PLIT10080,17
Parliamentary Studies,PLIT10091,31
Political Work,PLIT10093,40
Public Policy: Agenda-Setting,PLIT10100,28
British Government,PLIT10103,38
Contemporary Issues in International Relations,PLIT10105,13
Research Design in Politics and International Relations,PLIT10106,260
Critical Theory and Cinema,PLIT10108,42
International Relations of the Asia Pacific,PLIT10109,44
What's Wrong with Inequality?,PLIT10110,35
Gender, Power and Representation,PLIT10113,42
Populism: Pathology or Panacea?,PLIT10114,42
The Politics of the End of Empire,PLIT10117,35
The Politics of the UK Constitution,PLIT10119,22
The Middle Eastern State: Histories and Theories,PLIT10124,25
Law, Violence, and Humanity,PLIT10125,45
Social Movements and Collective Action in the Middle East,PLIT10128,33
Gender, Peace and Security,PLIT10130,45
Political Behaviour: Opinions, Choices and Movements,PLIT10132,42
Technology, Politics and Government,PLIT10133,27
Russia's Foreign and Security Policy,PLIT10135,45
Environmental Politics,PLIT10136,42
Chinese Politics,PLIT10140,54
The Persian Gulf in International Relations,PLIT10142,30
Terrorism and Counterterrorism,PLIT10147,59
War and the Politics of Victory,PLIT10149,44
Politics and Public Policy,PLIT10150,38
Advanced Topics in Global Security,PLIT10151,117
Foundations in Global Security,PLIT10154,119
Model United Nations,PLIT10155,45
Eastminster: Decolonisation and State-Building in Asia,PLIT10157,35
Education and Social Justice,PLIT10158,44
Global and Transnational Feminisms,PLIT10159,38
Utopia,PLIT10161,20
Freedom and Slavery in Political Thought,PLIT10162,43
Geopolitics,PLIT10163,45
Anticolonial Political Thought,PLIT10164,36
Corporate Lobbying and Policymaking in the Global Economy,PLIT10166,45
Elite and Mass Political Behaviour,PLIT10167,43
Causal Inference for Social Sciences,PLIT10168,12
Designing and Implementing Experiments in Political Science,PLIT10169,17
Majoritarian Nationalism, Populism and Ethnic Conflict in South Asia,PLIT10170,42
Dissertation MSc International Political Theory,PLIT11013,NA
Climate Change, Justice and Responsibility,PLIT11016,12
Dissertation (MSc/Dip International Relations),PLIT11018,45
Plant Science Field Course,PLSC10002,4
Fungi and Plant Pathology,PLSC10004,4
Plant Science Synoptic Examination,PLSC10006,4
Plant Geography,PLSC10018,3
Plant Biotechnology,PLSC10023,27
Plant Growth and Development,PLSC10024,3
Plant Science Research Project,PLSC10026,4
Evolution of Plants,PLSC11002,25
Phylogenetics and Population Genetics,PLSC11003,22
Plant Genome Diversity,PLSC11004,21
Evolution & Biodiversity of Cryptogams,PLSC11005,20
Taxonomy & Plant Collections,PLSC11006,20
Tropical Plant Identification Course,PLSC11008,25
Introduction to Cognitive Science,PPLS08002,80
Methodological Debates in Human Geography,PRGE11001,2
Research Design in Human Geography,PRGE11002,NA
Dissertation in Human Geography,PRGE11006,1
Palaeontology and Geobiology Dissertation (MRes),PRGE11020,4
Introductory Course in Prosthodontics,PROS11001,NA
Assessment, Diagnosis and Treatment Planning,PROS11002,NA
Digital Applications in Prosthodontics,PROS11003,3
Removable Prosthodontics,PROS12001,NA
Dental Materials Science,PROS12002,NA
Fundamentals of Fixed Prosthodontics,PROS12003,NA
Prosthodontics - Clinical Patient Care 1,PROS12004,NA
Occlusion and Advanced Prosthodontics,PROS12005,3
Endodontics, Periodontics and Interdisciplinary Care,PROS12006,3
Prosthodontics - Clinical Patient Care 2,PROS12007,3
Implant Supported Prosthodontics,PROS12008,3
Introduction to healthcare delivery and what leads to harm,PSHF11001,32
Individual and team skills,PSHF11002,1
Clinical Human Factors and ergonomics in Healthcare,PSHF11003,NA
Clinical Human Factors and ergonomics in Healthcare,PSHF11003,33
Learning from current practice and governance,PSHF11004,29
Training for safety,PSHF11005,NA
Training for safety,PSHF11005,29
Quality improvement for safer practice,PSHF11006,NA
Quality improvement for safer practice,PSHF11006,29
Research dissertation,PSHF11007,24
Non-Technical Skills and Team Performance in Healthcare,PSHF11008,NA
Non-Technical Skills and Team Performance in Healthcare,PSHF11008,33
Psychology 1A,PSYL08009,310
Psychology 1B,PSYL08010,247
Psychology 2A,PSYL08011,219
Psychology 2B,PSYL08012,217
Data Analysis for Psychology in R1,PSYL08013,166
Data Analysis for Psychology in R 2,PSYL08015,216
Dissertation in Psychology,PSYL10004,207
General Paper in Psychology,PSYL10005,144
Psychology Tutorial Course,PSYL10090,156
Critical Analysis,PSYL10102,161
Psychology Mini-Dissertation,PSYL10131,157
Developmental Cognitive Neuroscience: Childhood,PSYL10135,50
Developmental Cognitive Neuroscience: Infancy,PSYL10136,98
